Transaction ID,CPU Time,I/O on Disk,% Read Operations
36267,1.755,3,94
36268,1.2771,3,5
36269,1.6416,3,15
36270,1.2037,3,91
36271,1.2036,3,8
36272,1.7304,3,9
36273,1.9106,3,91
36274,1.2793,2,4
36275,1.3769,3,92
36276,1.7643,3,100
36277,1.5545,3,84
36278,1.5529,3,89
36279,1.8534,3,88
36280,1.6099,3,94
36281,1.318,3,85
36282,1.6797,3,10
36283,1.911,3,10
36284,1.6179,3,11
36285,1.2936,3,88
36286,1.5265,3,93
36287,1.4945,3,11
36288,1.5085,3,93
36289,1.8128,3,9
36290,1.7206,3,90
36291,1.4433,3,9
36292,1.5868,3,95
36293,1.6024,3,85
36294,1.8496,3,89
36295,1.6669,3,86
36296,1.6505,3,97
36297,1.5192,3,88
36298,1.4002,3,85
36299,1.1523,3,94
36300,1.3286,3,92
36301,1.804,3,9
36302,1.5262,3,14
36303,1.0337,3,88
36304,1.3332,3,92
36305,1.3204,3,97
36306,1.589,3,89
36307,1.3714,3,88
36308,1.5709,3,11
36309,1.6309,3,14
36310,1.4632,3,10
36311,1.6152,3,0
36312,1.6659,3,94
36313,1.5954,3,100
36314,1.4762,3,89
36315,1.6238,3,82
36316,1.9765,3,15
36317,2.0337,3,12
36318,1.7537,3,87
36319,1.4087,3,86
36320,1.6768,3,91
36321,2.0538,3,16
36322,1.4278,3,8
36323,1.5338,3,12
36324,1.6698,2,16
36325,1.9171,3,84
36326,1.1328,3,20
36327,1.5534,3,89
36328,1.3714,3,87
36329,1.3942,3,12
36330,1.3347,3,5
36331,1.404,3,20
36332,1.4781,3,11
36333,1.5299,3,83
36334,1.7773,4,94
36335,1.6553,3,9
36336,1.6112,3,94
36337,1.9335,3,85
36338,1.3326,3,0
36339,1.2844,3,1
36340,1.5315,3,15
36341,1.3446,3,85
36342,1.6356,3,4
36343,1.8232,3,100
36344,1.3277,3,94
36345,1.5894,3,88
36346,1.4815,3,92
36347,1.3713,3,88
36348,1.2509,4,20
36349,1.7124,3,92
36350,1.9615,3,1
36351,1.3823,3,15
36352,1.3284,3,97
36353,1.3215,3,10
36354,1.7321,3,11
36355,1.2909,3,91
36356,1.6389,3,88
36357,1.6481,3,17
36358,1.7799,3,87
36359,1.5551,3,0
36360,1.5517,3,85
36361,1.1786,3,14
36362,1.557,3,8
36363,1.331,3,9
36364,1.4104,4,86
36365,1.5565,3,13
36366,1.558,3,15
36367,1.9142,3,89
36368,1.5832,3,8
36369,1.6199,3,85
36370,1.5242,3,8
36371,1.5704,3,4
36372,1.4856,3,84
36373,1.458,3,13
36374,1.5826,3,12
36375,1.574,3,94
36376,1.465,3,6
36377,1.6117,3,14
36378,1.7275,3,9
36379,1.4579,3,90
36380,1.9471,3,87
36381,1.384,3,0
36382,1.4928,3,6
36383,1.9839,3,83
36384,1.6808,3,87
36385,1.6236,3,79
36386,1.4422,3,93
36387,1.0805,3,8
36388,1.4064,3,100
36389,1.4406,3,12
36390,1.476,3,7
36391,1.4869,3,6
36392,1.5608,3,16
36393,1.2284,3,87
36394,1.7902,3,10
36395,1.4272,3,14
36396,1.5346,3,96
36397,1.7874,3,17
36398,1.2396,3,0
36399,1.6587,3,12
36400,1.5477,3,5
36401,1.8073,3,84
36402,1.4689,3,88
36403,1.8889,3,93
36404,1.6373,3,8
36405,1.6507,3,87
36406,1.672,3,9
36407,1.6974,3,97
36408,1.2854,3,10
36409,1.3212,3,83
36410,1.2956,3,13
36411,1.318,3,19
36412,1.1258,3,17
36413,1.5176,3,97
36414,1.9109,3,3
36415,1.4164,3,12
36416,1.4438,3,18
36417,1.7461,3,87
36418,1.2875,3,100
36419,1.5578,3,5
36420,1.2518,3,1
36421,1.411,3,100
36422,1.8168,3,13
36423,1.6802,3,15
36424,1.5333,3,15
36425,1.5322,3,8
36426,2.0185,3,92
36427,1.3451,3,100
36428,1.6997,3,4
36429,1.7065,3,19
36430,1.6232,3,9
36431,1.2476,3,90
36432,1.2434,3,90
36433,1.3719,3,10
36434,1.5392,3,12
36435,1.3896,3,9
36436,1.6606,3,22
36437,1.1437,3,83
36438,1.534,3,2
36439,1.403,3,11
36440,1.5359,3,14
36441,1.786,3,94
36442,1.4636,3,85
36443,1.393,3,97
36444,1.4582,3,9
36445,1.657,3,12
36446,1.4803,3,98
36447,1.655,3,87
36448,1.6545,3,92
36449,1.6114,3,83
36450,1.427,3,4
36451,1.6285,3,85
36452,1.5288,3,88
36453,1.6492,3,0
36454,1.9821,3,10
36455,1.3625,3,82
36456,1.3283,3,11
36457,1.4505,3,4
36458,1.4454,3,87
36459,1.849,3,89
36460,1.4986,3,85
36461,1.282,2,13
36462,1.6128,3,87
36463,1.4652,3,18
36464,1.5117,3,93
36465,1.7612,3,4
36466,1.4911,3,90
36467,1.6322,3,95
36468,1.1954,3,5
36469,1.8323,3,94
36470,1.4138,3,5
36471,1.555,3,87
36472,1.5877,3,93
36473,1.5797,3,14
36474,1.3717,3,8
36475,1.666,3,81
36476,1.5914,3,85
36477,1.8785,3,89
36478,1.5571,3,0
36479,1.6345,3,0
36480,1.8578,2,85
36481,1.5088,3,87
36482,1.334,3,2
36483,1.3462,3,90
36484,1.5443,3,93
36485,1.4631,3,12
36486,1.3543,3,14
36487,1.4766,3,3
36488,1.6413,3,6
36489,1.65,3,21
36490,1.3278,3,91
36491,1.4305,3,84
36492,1.584,3,15
36493,1.6427,3,10
36494,1.3662,3,83
36495,1.6397,3,11
36496,1.9669,3,5
36497,1.2877,3,97
36498,1.7922,3,10
36499,1.7564,3,92
36500,1.3372,3,5
36501,1.5899,3,84
36502,1.6578,3,13
36503,1.7134,3,88
36504,1.7192,3,84
36505,1.4139,3,5
36506,1.7395,3,15
36507,1.7707,3,89
36508,1.8015,3,8
36509,1.2129,3,87
36510,1.6739,3,87
36511,1.7528,3,91
36512,1.7623,3,94
36513,1.9425,3,5
36514,1.5729,3,90
36515,1.1582,3,11
36516,1.5815,3,7
36517,1.4973,3,9
36518,1.1469,3,84
36519,1.6037,3,100
36520,1.4746,3,0
36521,1.7681,3,4
36522,1.3428,3,8
36523,1.5608,3,4
36524,1.367,3,94
36525,1.4828,3,88
36526,1.6654,3,10
36527,1.2027,3,90
36528,1.2344,3,7
36529,1.6958,3,92
36530,1.3546,3,90
36531,1.5319,3,11
36532,1.4406,3,15
36533,1.737,3,93
36534,1.3842,3,10
36535,1.4174,3,94
36536,1.814,3,85
36537,1.4907,3,88
36538,1.8633,3,17
36539,1.5094,3,88
36540,1.565,3,87
36541,1.6429,3,83
36542,1.5104,3,90
36543,1.3637,3,89
36544,1.6696,3,90
36545,1.3254,3,14
36546,1.2981,3,11
36547,1.745,3,77
36548,1.2736,3,20
36549,1.5346,3,93
36550,1.5125,3,12
36551,1.607,3,14
36552,1.3984,3,8
36553,1.5933,3,13
36554,1.5878,3,18
36555,1.3847,3,17
36556,1.6404,3,11
36557,1.5568,3,10
36558,1.5086,3,8
36559,1.4872,3,91
36560,1.575,3,95
36561,1.0148,3,89
36562,1.6308,3,15
36563,1.3878,3,15
36564,1.3432,3,18
36565,1.8925,3,7
36566,1.6984,3,4
36567,1.5941,3,10
36568,1.599,3,93
36569,1.7978,3,8
36570,1.107,3,7
36571,1.7938,3,87
36572,1.4475,3,85
36573,1.2281,3,16
36574,1.2689,3,100
36575,1.5124,3,15
36576,1.6171,3,87
36577,1.6738,3,17
36578,1.6232,3,88
36579,1.2785,3,92
36580,1.5472,3,7
36581,1.6028,3,84
36582,1.7529,3,90
36583,1.7391,3,12
36584,1.6728,3,11
36585,1.7418,3,11
36586,1.5404,3,91
36587,1.2602,3,11
36588,1.4521,3,90
36589,1.5643,3,90
36590,1.5862,3,89
36591,1.6897,3,95
36592,1.6439,3,91
36593,1.668,3,91
36594,1.2382,3,95
36595,1.8198,3,11
36596,1.3327,3,97
36597,1.7509,3,87
36598,1.4938,3,91
36599,1.3224,3,15
36600,1.7037,3,12
36601,1.7563,3,9
36602,1.5339,3,8
36603,1.4391,3,96
36604,1.3649,3,4
36605,1.5695,3,15
36606,1.5372,3,88
36607,1.7626,3,91
36608,1.2071,3,12
36609,1.5028,3,93
36610,1.737,3,8
36611,1.4299,3,7
36612,1.4116,3,15
36613,1.7298,3,89
36614,1.645,3,89
36615,1.7197,3,92
36616,1.6223,3,9
36617,1.6631,3,93
36618,1.349,3,87
36619,2.0013,3,8
36620,1.4129,3,89
36621,1.8105,3,88
36622,1.1238,3,17
36623,1.3729,3,14
36624,1.4402,3,8
36625,1.7604,3,90
36626,1.2025,3,8
36627,1.6026,3,0
36628,1.636,3,92
36629,1.7257,3,0
36630,1.8868,3,88
36631,1.421,3,81
36632,1.5489,3,12
36633,1.581,3,3
36634,1.6227,3,96
36635,1.3946,3,13
36636,1.5176,3,2
36637,1.5741,3,97
36638,1.5462,3,93
36639,1.6224,3,82
36640,1.4514,3,94
36641,1.5501,3,98
36642,1.3634,3,90
36643,1.6028,3,84
36644,1.5069,3,17
36645,1.6899,3,6
36646,1.5662,3,89
36647,1.512,3,85
36648,1.4131,3,9
36649,1.2781,3,17
36650,1.6013,3,4
36651,1.5048,3,12
36652,1.5756,3,92
36653,1.5337,3,87
36654,1.7302,3,0
36655,1.7363,3,92
36656,1.6241,3,93
36657,1.8397,3,15
36658,1.6911,3,10
36659,1.63,3,100
36660,1.7051,3,0
36661,1.6512,3,0
36662,1.0176,3,87
36663,1.568,3,100
36664,1.8433,3,8
36665,1.51,3,10
36666,1.902,3,10
36667,1.7066,3,9
36668,1.4104,3,15
36669,1.3513,3,16
36670,1.3561,3,8
36671,1.6766,3,93
36672,1.401,3,86
36673,1.7057,3,89
36674,1.3979,3,98
36675,1.5688,3,84
36676,1.5266,3,15
36677,1.5671,3,8
36678,1.6288,3,87
36679,1.3237,3,83
36680,1.2469,3,17
36681,1.3732,3,8
36682,2.0411,3,93
36683,1.3612,3,88
36684,1.5651,2,12
36685,1.8454,3,6
36686,1.3253,3,86
36687,1.2229,3,85
36688,1.6413,3,92
36689,1.6307,3,86
36690,1.563,3,100
36691,1.4501,3,9
36692,1.6996,4,11
36693,1.6299,3,14
36694,1.2682,3,5
36695,1.7165,3,95
36696,1.6727,3,15
36697,1.7657,3,9
36698,1.3046,3,5
36699,1.5743,3,94
36700,1.3454,3,88
36701,1.3046,3,11
36702,1.3993,3,16
36703,1.7105,3,92
36704,1.1556,3,96
36705,1.6697,3,10
36706,1.2979,3,93
36707,2.0817,3,87
36708,1.2395,3,89
36709,1.6042,3,15
36710,1.7693,3,5
36711,1.9293,3,88
36712,1.6119,3,14
36713,1.473,3,11
36714,1.524,3,15
36715,1.4627,3,13
36716,2.0555,3,8
36717,1.4351,3,97
36718,1.1991,3,100
36719,1.4266,3,4
36720,1.3127,3,91
36721,1.6258,3,1
36722,1.5742,3,80
36723,1.8281,3,85
36724,1.494,3,88
36725,1.3225,3,87
36726,2.0135,3,14
36727,1.48,3,8
36728,1.3387,3,10
36729,1.6695,3,14
36730,1.6975,3,97
36731,1.7995,3,81
36732,1.4976,3,7
36733,1.3448,3,89
36734,1.0162,3,87
36735,1.6692,3,8
36736,1.368,3,10
36737,1.5028,3,17
36738,1.5014,3,9
36739,1.2765,3,3
36740,1.3239,3,78
36741,1.7848,3,90
36742,1.3376,3,15
36743,1.533,3,15
36744,1.4849,3,92
36745,1.2173,3,93
36746,1.2674,3,10
36747,1.6639,3,91
36748,1.5725,3,85
36749,1.4081,3,93
36750,1.5509,3,79
36751,0.9638,3,3
36752,1.5248,3,17
36753,1.5348,3,94
36754,1.1793,3,14
36755,1.1744,3,11
36756,1.5093,3,95
36757,1.4662,3,93
36758,1.2843,3,16
36759,1.4792,3,11
36760,1.8265,3,90
36761,1.7433,3,4
36762,1.4224,3,10
36763,1.6819,3,91
36764,1.383,3,4
36765,1.6833,3,82
36766,1.3496,3,19
36767,1.6457,3,82
36768,1.3376,3,4
36769,1.4686,3,15
36770,1.1598,3,93
36771,1.3992,3,87
36772,1.3656,3,10
36773,1.3569,3,97
36774,1.4542,3,93
36775,1.3857,3,90
36776,1.9858,3,86
36777,1.6003,3,89
36778,1.5659,3,12
36779,1.4231,3,14
36780,1.655,3,11
36781,1.612,3,9
36782,1.4815,3,88
36783,1.6632,3,14
36784,1.5354,3,0
36785,1.3764,3,6
36786,1.4525,3,4
36787,1.4721,3,86
36788,1.4228,3,88
36789,1.6431,3,94
36790,1.231,3,9
36791,1.6682,3,9
36792,1.4582,3,99
36793,1.4901,3,88
36794,1.8641,3,87
36795,1.8332,3,97
36796,1.133,3,16
36797,1.2697,3,1
36798,1.4339,3,16
36799,1.6637,3,93
36800,1.2366,3,3
36801,1.6657,3,100
36802,1.8119,3,96
36803,1.3175,3,10
36804,1.4365,3,93
36805,1.2985,3,10
36806,1.6921,3,6
36807,1.7618,3,6
36808,1.3972,3,12
36809,1.791,3,9
36810,1.6207,3,91
36811,1.222,3,84
36812,1.3934,3,10
36813,1.7127,3,88
36814,1.6675,3,16
36815,1.746,3,89
36816,1.4418,3,87
36817,1.4209,3,13
36818,1.472,3,90
36819,1.7903,3,85
36820,1.1145,3,15
36821,1.3745,3,10
36822,1.9607,3,81
36823,1.947,3,93
36824,1.3268,3,8
36825,1.4549,3,16
36826,1.3468,3,11
36827,1.6462,3,90
36828,1.3987,3,94
36829,1.4522,3,90
36830,1.4424,3,15
36831,1.1374,3,86
36832,1.3993,3,89
36833,1.4463,3,0
36834,1.275,3,9
36835,1.8734,3,98
36836,1.4015,3,89
36837,1.3929,3,84
36838,1.5309,3,83
36839,1.2201,3,5
36840,1.5634,3,86
36841,1.6074,3,14
36842,1.6464,3,6
36843,1.6291,3,91
36844,1.501,3,92
36845,1.4743,3,83
36846,1.5362,3,11
36847,1.1378,3,9
36848,1.8025,3,94
36849,1.6375,3,24
36850,1.7687,3,88
36851,1.1404,3,10
36852,1.4282,3,5
36853,1.3944,3,16
36854,1.5985,3,12
36855,1.7345,4,6
36856,1.4072,3,20
36857,1.6037,3,16
36858,1.7886,3,11
36859,1.54,3,91
36860,1.4383,3,0
36861,1.0313,3,82
36862,1.5246,3,15
36863,1.2264,2,96
36864,1.7534,3,10
36865,1.2739,3,4
36866,1.6205,3,13
36867,1.8544,3,4
36868,1.3352,3,90
36869,1.5065,3,86
36870,1.6166,3,14
36871,1.3823,3,7
36872,1.7764,3,94
36873,1.595,3,94
36874,1.63,3,16
36875,1.6162,3,81
36876,1.8711,3,20
36877,1.6429,3,2
36878,1.2847,3,9
36879,1.48,3,3
36880,1.4481,3,91
36881,1.8549,3,18
36882,1.3179,3,94
36883,1.4043,3,85
36884,1.5164,3,95
36885,1.5989,3,87
36886,1.1124,3,92
36887,1.5982,3,16
36888,1.8476,3,16
36889,1.2935,3,90
36890,1.6836,3,4
36891,1.5533,3,81
36892,1.664,3,14
36893,1.4774,3,15
36894,1.3859,3,87
36895,1.5061,3,14
36896,1.9143,3,17
36897,1.7452,3,8
36898,1.5889,3,14
36899,1.5895,3,14
36900,1.714,3,6
36901,1.5643,3,95
36902,1.7572,3,96
36903,1.2947,3,90
36904,1.4327,3,0
36905,1.6081,3,7
36906,1.3585,3,12
36907,1.7918,3,7
36908,1.5614,3,96
36909,1.5431,3,78
36910,1.3847,3,92
36911,1.7684,3,13
36912,1.5636,3,83
36913,1.7972,3,89
36914,1.2375,4,90
36915,1.7989,3,87
36916,1.3318,3,94
36917,1.4678,3,12
36918,1.6814,3,14
36919,1.4417,3,89
36920,1.5734,3,4
36921,1.749,3,92
36922,1.524,3,10
36923,1.5241,3,16
36924,1.605,3,3
36925,1.2935,3,82
36926,1.4537,3,21
36927,1.6731,3,9
36928,1.473,3,6
36929,1.5055,3,91
36930,1.6062,3,0
36931,1.3353,3,93
36932,1.5865,4,80
36933,1.1989,3,79
36934,1.4815,3,96
36935,1.8273,3,83
36936,1.4384,3,11
36937,1.9296,3,91
36938,1.4117,3,100
36939,1.2106,3,2
36940,1.4959,3,84
36941,1.8148,3,93
36942,1.6232,3,16
36943,1.601,3,14
36944,1.4929,3,94
36945,1.5671,3,12
36946,1.2345,3,94
36947,1.6545,3,87
36948,1.1806,3,11
36949,1.6762,3,17
36950,1.7107,3,6
36951,1.5046,3,9
36952,1.4675,3,4
36953,1.7825,3,92
36954,1.1619,3,98
36955,1.3262,3,95
36956,1.7187,3,86
36957,1.4759,3,14
36958,1.6044,3,14
36959,1.241,3,85
36960,1.7346,3,15
36961,1.3677,3,9
36962,1.3001,3,0
36963,1.3289,3,88
36964,1.1666,3,7
36965,1.4084,3,7
36966,1.4275,3,89
36967,2.0053,3,10
36968,1.3978,3,87
36969,1.1963,3,8
36970,1.3718,3,94
36971,1.7626,3,7
36972,1.6314,3,12
36973,1.2485,3,5
36974,1.5061,3,3
36975,1.3205,3,92
36976,1.6358,3,89
36977,1.7902,3,8
36978,1.6525,3,6
36979,1.2181,3,86
36980,1.9019,3,88
36981,1.62,3,92
36982,1.4436,3,92
36983,1.7862,3,0
36984,1.6762,3,10
36985,1.1886,3,93
36986,1.3726,3,9
36987,1.5355,3,12
36988,1.4114,3,89
36989,2.0976,3,95
36990,1.8028,3,86
36991,1.6405,3,85
36992,1.8213,3,92
36993,1.6412,3,100
36994,1.9547,3,86
36995,1.8375,3,90
36996,1.4551,3,100
36997,1.4106,3,1
36998,1.47,3,8
36999,1.8479,3,81
37000,1.5155,3,10
37001,1.4551,3,89
37002,1.5884,3,11
37003,1.193,3,13
37004,1.3816,3,11
37005,1.5633,3,90
37006,1.1878,3,93
37007,1.3378,3,18
37008,1.0939,3,86
37009,1.6523,3,11
37010,1.2717,3,92
37011,1.2575,3,94
37012,1.2973,3,87
37013,1.3319,3,16
37014,1.7497,3,90
37015,1.9049,3,2
37016,1.7911,3,86
37017,1.4561,3,15
37018,1.4857,3,20
37019,1.6084,3,2
37020,1.379,3,87
37021,1.4636,3,87
37022,1.4523,3,92
37023,1.1873,3,86
37024,1.5114,3,93
37025,1.4566,3,20
37026,1.6821,3,92
37027,1.6709,3,7
37028,1.7662,3,17
37029,1.5509,3,13
37030,1.5333,3,91
37031,1.3693,3,7
37032,1.4945,3,6
37033,1.2561,3,8
37034,1.4038,3,87
37035,1.2443,3,86
37036,1.4006,3,93
37037,1.3824,3,10
37038,1.7051,3,14
37039,1.5129,3,97
37040,1.9507,3,7
37041,1.3238,3,90
37042,1.8834,3,86
37043,1.6973,2,3
37044,1.8861,3,92
37045,1.7817,3,15
37046,1.6919,3,89
37047,1.612,3,8
37048,1.504,3,8
37049,1.4895,3,10
37050,1.4206,3,93
37051,1.0243,3,86
37052,1.413,3,7
37053,1.5629,3,100
37054,1.5421,3,14
37055,1.5631,3,89
37056,1.4919,3,9
37057,1.4606,3,11
37058,1.2777,3,94
37059,1.5229,3,15
37060,1.4676,3,90
37061,1.2944,3,86
37062,1.2272,3,84
37063,1.5015,3,87
37064,1.4829,3,77
37065,1.538,3,92
37066,1.4946,3,11
37067,1.2108,3,82
37068,1.391,3,87
37069,1.8274,3,96
37070,1.3128,3,11
37071,1.5951,3,14
37072,1.364,3,15
37073,1.7047,3,16
37074,1.6638,3,91
37075,1.4872,3,88
37076,1.2542,3,94
37077,1.546,3,91
37078,1.6378,3,3
37079,1.7429,3,84
37080,1.6315,3,81
37081,1.4348,3,0
37082,1.6538,3,22
37083,1.4656,3,8
37084,1.5198,3,91
37085,1.694,3,10
37086,1.593,3,85
37087,1.6095,3,11
37088,1.1795,3,10
37089,1.5704,3,96
37090,1.4669,3,3
37091,1.0322,3,3
37092,1.1512,3,89
37093,1.7627,3,11
37094,1.8003,3,10
37095,1.3136,3,100
37096,1.8976,3,11
37097,1.468,3,92
37098,1.453,3,18
37099,1.3773,3,7
37100,1.8765,3,92
37101,1.5438,3,10
37102,1.7324,3,1
37103,1.7559,3,8
37104,1.2684,3,92
37105,1.683,3,81
37106,1.5597,3,0
37107,1.5503,3,11
37108,1.9855,3,12
37109,1.16,3,93
37110,1.5352,3,7
37111,1.302,3,89
37112,1.366,3,14
37113,1.4269,3,95
37114,1.8383,3,94
37115,1.6223,3,11
37116,1.4055,3,93
37117,1.7122,3,13
37118,1.9204,3,7
37119,1.5825,3,100
37120,1.2082,3,95
37121,1.4933,3,86
37122,1.542,3,14
37123,1.4816,3,5
37124,1.6574,3,11
37125,1.284,3,10
37126,1.4783,3,86
37127,1.716,3,15
37128,1.7179,3,7
37129,1.6774,3,88
37130,1.1523,3,15
37131,1.6262,3,9
37132,1.5639,3,0
37133,1.758,3,95
37134,1.6016,3,19
37135,1.3513,3,11
37136,1.8865,3,8
37137,1.2925,3,83
37138,1.4611,3,9
37139,1.7349,3,10
37140,1.4859,3,87
37141,1.5441,3,12
37142,1.7432,3,5
37143,1.7692,3,10
37144,1.5974,3,93
37145,1.6735,3,17
37146,1.3727,3,77
37147,1.7808,3,15
37148,1.8294,3,17
37149,1.6346,3,4
37150,1.2841,3,24
37151,1.464,3,89
37152,1.2174,2,4
37153,1.7359,3,4
37154,1.6,3,11
37155,1.411,3,92
37156,1.5879,3,20
37157,1.6419,3,93
37158,1.6688,3,8
37159,1.3662,3,11
37160,1.524,3,87
37161,1.6769,3,6
37162,1.3992,3,0
37163,1.1625,3,93
37164,1.1156,3,91
37165,1.6706,3,83
37166,1.5692,3,11
37167,1.4995,3,8
37168,1.7417,3,89
37169,1.5657,3,4
37170,1.2529,3,16
37171,1.595,3,17
37172,1.5412,3,89
37173,1.1958,3,82
37174,1.5734,3,16
37175,1.5132,3,10
37176,1.7069,3,20
37177,1.6316,3,10
37178,1.3555,3,87
37179,1.7782,3,5
37180,1.6016,3,93
37181,1.6678,3,4
37182,1.2659,3,96
37183,1.5514,3,88
37184,1.556,3,11
37185,1.782,3,15
37186,1.5171,3,96
37187,1.4909,3,5
37188,1.4257,3,11
37189,1.7523,3,89
37190,1.9511,3,10
37191,1.5433,3,89
37192,1.8058,3,9
37193,1.6267,3,100
37194,1.5657,3,11
37195,1.4717,3,17
37196,1.5897,3,85
37197,1.6462,3,93
37198,1.7162,3,10
37199,1.6423,3,10
37200,1.1978,2,8
37201,1.1533,3,95
37202,1.7615,3,85
37203,1.4145,3,85
37204,1.2951,3,0
37205,1.6751,3,8
37206,1.6758,3,91
37207,1.5463,3,3
37208,1.5319,3,96
37209,1.5798,3,14
37210,1.7531,3,89
37211,1.4829,3,91
37212,1.8059,3,90
37213,1.5217,3,10
37214,1.5459,3,17
37215,1.7485,3,6
37216,1.2367,3,80
37217,1.8484,3,8
37218,1.5103,3,13
37219,1.9698,3,86
37220,1.5347,3,87
37221,1.7467,3,87
37222,1.1646,3,10
37223,1.8183,3,9
37224,1.6451,3,95
37225,1.1616,3,98
37226,1.3745,3,6
37227,1.3354,3,16
37228,1.3806,3,89
37229,1.5708,3,87
37230,1.2558,3,93
37231,1.6402,3,11
37232,1.3941,3,14
37233,1.5517,3,89
37234,1.9553,2,81
37235,1.4364,3,80
37236,1.7075,3,87
37237,1.4037,3,11
37238,1.593,3,94
37239,1.7981,3,92
37240,1.7046,3,11
37241,1.457,3,5
37242,1.7426,3,100
37243,1.3704,3,95
37244,1.722,3,13
37245,1.6633,3,91
37246,1.6268,3,2
37247,1.4932,3,82
37248,1.4308,3,87
37249,2.0811,3,89
37250,2.126,3,15
37251,1.2611,3,8
37252,1.2434,3,93
37253,1.2804,3,85
37254,1.5349,3,10
37255,1.3351,3,97
37256,1.4974,3,11
37257,1.5386,3,0
37258,1.647,3,94
37259,1.7238,3,88
37260,1.7339,3,83
37261,1.3835,3,90
37262,1.7011,3,86
37263,1.6626,3,14
37264,1.6587,3,5
37265,1.7233,3,11
37266,1.3948,3,6
37267,1.6186,3,82
37268,1.3848,3,9
37269,1.6896,3,2
37270,1.4107,3,17
37271,1.5937,3,83
37272,1.858,3,3
37273,1.6636,3,4
37274,1.6896,3,84
37275,1.8248,3,84
37276,1.8919,3,90
37277,1.6561,3,86
37278,1.8571,3,91
37279,1.671,3,92
37280,1.2332,3,87
37281,1.2614,3,88
37282,1.3588,3,4
37283,1.1639,3,9
37284,1.6327,3,7
37285,1.0596,3,7
37286,1.5456,3,16
37287,1.3837,3,88
37288,1.3944,3,83
37289,1.4968,3,91
37290,1.6284,3,8
37291,1.6786,3,4
37292,1.9398,3,15
37293,1.1387,3,15
37294,1.0535,3,13
37295,1.1033,3,79
37296,1.7537,3,100
37297,1.6612,3,89
37298,1.3066,3,76
37299,1.5876,3,10
37300,1.4082,3,10
37301,1.8239,3,9
37302,1.8038,3,90
37303,1.4763,3,91
37304,1.5282,3,83
37305,1.7589,3,15
37306,1.4522,3,5
37307,1.3393,3,7
37308,1.6465,3,18
37309,1.4805,3,79
37310,1.6811,3,18
37311,1.4985,3,98
37312,1.4739,3,85
37313,1.5145,3,99
37314,1.5566,3,91
37315,1.2853,3,92
37316,1.5167,3,10
37317,1.8684,3,8
37318,1.2374,3,88
37319,1.3611,3,81
37320,1.554,3,91
37321,1.467,3,84
37322,1.5152,3,12
37323,1.5691,3,12
37324,1.379,3,11
37325,1.9199,3,14
37326,1.692,3,10
37327,1.3569,3,10
37328,1.2993,3,6
37329,1.5729,3,6
37330,1.6123,3,87
37331,1.2086,3,92
37332,1.1798,3,86
37333,1.5681,3,0
37334,1.7351,3,87
37335,1.6033,3,14
37336,1.6838,3,95
37337,1.3439,3,87
37338,1.3974,3,15
37339,1.4856,3,86
37340,1.5313,3,5
37341,1.5761,3,90
37342,1.5917,3,87
37343,1.6821,3,5
37344,1.3679,3,10
37345,1.5128,3,14
37346,1.6042,3,95
37347,1.3852,3,10
37348,1.424,3,94
37349,1.7428,3,11
37350,1.4893,3,96
37351,1.7413,3,83
37352,1.7321,3,12
37353,1.5003,3,2
37354,1.5046,3,94
37355,1.3506,3,90
37356,1.8531,3,13
37357,1.537,3,21
37358,1.5655,3,8
37359,1.4213,3,14
37360,1.1856,3,14
37361,1.7479,3,90
37362,1.3454,2,10
37363,1.4368,3,91
37364,1.4127,3,93
37365,1.5055,3,93
37366,1.5139,4,6
37367,1.7645,3,17
37368,1.5205,3,82
37369,1.6987,3,90
37370,1.3056,3,90
37371,1.6181,3,10
37372,1.6674,3,85
37373,1.5313,3,5
37374,1.3758,3,91
37375,1.3868,3,12
37376,1.3312,3,13
37377,1.4858,3,6
37378,1.7366,3,91
37379,1.3413,3,88
37380,1.5219,3,88
37381,1.606,3,92
37382,1.6324,3,90
37383,1.9543,3,85
37384,1.5899,3,0
37385,1.671,3,89
37386,1.6771,3,96
37387,1.4141,3,95
37388,1.5481,3,17
37389,1.5832,3,11
37390,1.5846,3,12
37391,1.4027,3,15
37392,1.6129,3,93
37393,1.4975,3,5
37394,1.4932,3,11
37395,1.7793,3,81
37396,1.7802,3,80
37397,1.2231,3,93
37398,1.9262,3,17
37399,1.5845,3,98
37400,1.2134,3,83
37401,1.7022,3,91
37402,1.4742,3,80
37403,2.0896,3,100
37404,1.3458,3,97
37405,1.9414,3,13
37406,1.3003,3,80
37407,2.2847,3,84
37408,1.5233,3,13
37409,1.4319,3,89
37410,1.5168,3,15
37411,1.3843,3,84
37412,1.5451,3,83
37413,1.8089,3,90
37414,1.4174,3,9
37415,1.8271,3,92
37416,1.3631,3,12
37417,1.303,3,16
37418,1.8318,3,22
37419,1.5326,3,17
37420,1.5866,3,90
37421,1.65,3,9
37422,1.4666,3,16
37423,1.4915,4,97
37424,1.7826,3,93
37425,1.8581,3,9
37426,1.6889,3,96
37427,1.5525,3,84
37428,1.7201,3,8
37429,1.43,3,90
37430,1.3274,3,96
37431,1.5789,3,85
37432,1.7881,3,89
37433,1.289,3,7
37434,1.7039,3,94
37435,1.4199,3,89
37436,1.8519,3,13
37437,1.2238,3,92
37438,1.2465,3,88
37439,1.5994,3,85
37440,1.5134,3,91
37441,1.4321,3,90
